2211.773	2212.853	t
2212.853	2215.493	s
2215.493	2217.667	t
2222.881	2226.1209999999996	s
2226.121	2228.041	t
2228.041	2229.721	s
2229.721	2251.06	t
2251.06	2252.02	s
2252.02	2253.433	t
2253.732	2255.772	s
2255.772	2257.932	t
2257.932	2259.716	s
2260.741	2265.447	t
2268.856	2269.696	t
2269.6960000000004	2271.8559999999998	s
2271.856	2274.256	t
2274.2560000000003	2278.4449999999997	s
2281.963	2285.156	s
2285.156	2288.029	t
2291.288	2293.025	t
2297.944	2300.523	s
2300.95	2303.783	t
2303.7830000000004	2305.859	s
2310.574	2313.902	s
2313.925	2314.949	t
2317.574	2321.033	s
2321.342	2325.065	t
2325.065	2327.225	s
2327.225	2328.9049999999997	t
2328.905	2330.105	s
2330.105	2335.777	t
2336.294	2337.8399999999997	s
2339.626	2342.146	t
2342.146	2346.107	s
2346.107	2347.307	t
2347.307	2348.747	s
2348.747	2351.681	t
2356.033	2357.353	t
2357.353	2359.601	s
2363.568	2366.6825	s
2366.6825	2368.6025	t
2368.6025	2374.7279999999996	s
2374.728	2389.35	t
2389.3500000000004	2394.39	s
2394.39	2397.5099999999998	t
2397.51	2442.539	s
2469.872	2477.08	s
2494.0	2500.179	s
2500.941	2509.221	t
2509.221	2541.238	s
2541.238	2566.207	t
